列车,起始站,到起始站时间,发车时间,到达站,出到达站时间,到达时间
G1774,松江站,16:35:30,16:35:33,花桥,16:35:46,16:35:43
G1775,上海南,16:35:57,16:36:00,花桥,16:36:13,16:36:10
G1776,上海南,16:36:37,16:36:40,松江站,16:36:50,16:36:50
G1776,松江站,16:36:50,16:36:53,花桥,16:37:06,16:37:03
G1777,上海南,16:37:17,16:37:20,花桥,16:37:33,16:37:30
G1778,上海南,16:37:57,16:38:00,松江站,16:38:10,16:38:10
G1778,松江站,16:38:10,16:38:13,花桥,16:38:26,16:38:23
G1779,上海南,16:38:37,16:38:40,花桥,16:38:53,16:38:50
G1780,上海南,16:39:17,16:39:20,松江站,16:39:30,16:39:30
G1780,松江站,16:39:30,16:39:33,花桥,16:39:46,16:39:43
G1781,上海南,16:39:57,16:40:00,花桥,16:40:13,16:40:10
G1782,上海南,16:40:37,16:40:40,松江站,16:40:50,16:40:50
G1782,松江站,16:40:50,16:40:53,花桥,16:41:06,16:41:03
G1783,上海南,16:41:17,16:41:20,花桥,16:41:33,16:41:30
G1784,上海南,16:41:57,16:42:00,松江站,16:42:10,16:42:10
G1784,松江站,16:42:10,16:42:13,花桥,16:42:26,16:42:23
G1785,上海南,16:42:37,16:42:40,花桥,16:42:53,16:42:50
G1786,上海南,16:43:17,16:43:20,松江站,16:43:30,16:43:30
G1786,松江站,16:43:30,16:43:33,花桥,16:43:46,16:43:43
G1787,上海南,16:43:57,16:44:00,花桥,16:44:13,16:44:10
G1788,上海南,16:44:37,16:44:40,松江站,16:44:50,16:44:50
G1788,松江站,16:44:50,16:44:53,花桥,16:45:06,16:45:03
G1789,上海南,16:45:17,16:45:20,花桥,16:45:33,16:45:30
G1790,上海南,16:45:57,16:46:00,松江站,16:46:10,16:46:10
G1790,松江站,16:46:10,16:46:13,花桥,16:46:26,16:46:23
G1791,上海南,16:46:37,16:46:40,花桥,16:46:53,16:46:50
G1792,上海南,16:47:17,16:47:20,松江站,16:47:30,16:47:30
G1792,松江站,16:47:30,16:47:33,花桥,16:47:46,16:47:43
G1793,上海南,16:47:57,16:48:00,花桥,16:48:13,16:48:10
G1794,上海南,16:48:37,16:48:40,松江站,16:48:50,16:48:50
G1794,松江站,16:48:50,16:48:53,花桥,16:49:06,16:49:03
G1795,上海南,16:49:17,16:49:20,花桥,16:49:33,16:49:30
G1796,上海南,16:49:57,16:50:00,松江站,16:50:10,16:50:10
G1796,松江站,16:50:10,16:50:13,花桥,16:50:26,16:50:23
G1797,上海南,16:50:37,16:50:40,花桥,16:50:53,16:50:50
G1798,上海南,16:51:17,16:51:20,松江站,16:51:30,16:51:30
G1798,松江站,16:51:30,16:51:33,花桥,16:51:46,16:51:43
G1799,上海南,16:51:57,16:52:00,花桥,16:52:13,16:52:10
G1800,上海南,16:52:37,16:52:40,松江站,16:52:50,16:52:50
G1800,松江站,16:52:50,16:52:53,花桥,16:53:06,16:53:03
G1801,上海南,16:53:17,16:53:20,花桥,16:53:33,16:53:30
G1802,上海南,16:53:57,16:54:00,松江站,16:54:10,16:54:10
G1802,松江站,16:54:10,16:54:13,花桥,16:54:26,16:54:23
G1803,上海南,16:54:37,16:54:40,花桥,16:54:53,16:54:50
G1804,上海南,16:55:17,16:55:20,松江站,16:55:30,16:55:30
G1804,松江站,16:55:30,16:55:33,花桥,16:55:46,16:55:43
G1805,上海南,16:55:57,16:56:00,花桥,16:56:13,16:56:10
G1806,上海南,16:56:37,16:56:40,松江站,16:56:50,16:56:50
G1806,松江站,16:56:50,16:56:53,花桥,16:57:06,16:57:03
G1807,上海南,16:57:17,16:57:20,花桥,16:57:33,16:57:30
G1808,上海南,16:57:57,16:58:00,松江站,16:58:10,16:58:10
G1808,松江站,16:58:10,16:58:13,花桥,16:58:26,16:58:23
G1809,上海南,16:58:37,16:58:40,花桥,16:58:53,16:58:50
G1810,上海南,16:59:17,16:59:20,松江站,16:59:30,16:59:30
G1810,松江站,16:59:30,16:59:33,花桥,16:59:46,16:59:43
G1811,上海南,16:59:57,17:00:00,花桥,17:00:13,17:00:10
G1812,上海南,17:00:37,17:00:40,松江站,17:00:50,17:00:50
G1812,松江站,17:00:50,17:00:53,花桥,17:01:06,17:01:03
G1813,上海南,17:01:17,17:01:20,花桥,17:01:33,17:01:30
G1814,上海南,17:01:57,17:02:00,松江站,17:02:10,17:02:10
G1814,松江站,17:02:10,17:02:13,花桥,17:02:26,17:02:23
G1815,上海南,17:02:37,17:02:40,花桥,17:02:53,17:02:50
G1816,上海南,17:03:17,17:03:20,松江站,17:03:30,17:03:30
G1816,松江站,17:03:30,17:03:33,花桥,17:03:46,17:03:43
G1817,上海南,17:03:57,17:04:00,花桥,17:04:13,17:04:10
G1818,上海南,17:04:37,17:04:40,松江站,17:04:50,17:04:50
G1818,松江站,17:04:50,17:04:53,花桥,17:05:06,17:05:03
G1819,上海南,17:05:17,17:05:20,花桥,17:05:33,17:05:30
G1820,上海南,17:05:57,17:06:00,松江站,17:06:10,17:06:10
G1820,松江站,17:06:10,17:06:13,花桥,17:06:26,17:06:23
G1821,上海南,17:06:37,17:06:40,花桥,17:06:53,17:06:50
G1822,上海南,17:07:17,17:07:20,松江站,17:07:30,17:07:30
G1822,松江站,17:07:30,17:07:33,花桥,17:07:46,17:07:43
G1823,上海南,17:07:57,17:08:00,花桥,17:08:13,17:08:10
G1824,上海南,17:08:37,17:08:40,松江站,17:08:50,17:08:50
G1824,松江站,17:08:50,17:08:53,花桥,17:09:06,17:09:03
G1825,上海南,17:09:17,17:09:20,花桥,17:09:33,17:09:30
G1826,上海南,17:09:57,17:10:00,松江站,17:10:10,17:10:10
G1826,松江站,17:10:10,17:10:13,花桥,17:10:26,17:10:23
G1827,上海南,17:10:37,17:10:40,花桥,17:10:53,17:10:50
G1828,上海南,17:11:17,17:11:20,松江站,17:11:30,17:11:30
G1828,松江站,17:11:30,17:11:33,花桥,17:11:46,17:11:43
G1829,上海南,17:11:57,17:12:00,花桥,17:12:13,17:12:10
G1830,上海南,17:12:37,17:12:40,松江站,17:12:50,17:12:50
G1830,松江站,17:12:50,17:12:53,花桥,17:13:06,17:13:03
G1831,上海南,17:13:17,17:13:20,花桥,17:13:33,17:13:30
G1832,上海南,17:13:57,17:14:00,松江站,17:14:10,17:14:10
G1832,松江站,17:14:10,17:14:13,花桥,17:14:26,17:14:23
G1833,上海南,17:14:37,17:14:40,花桥,17:14:53,17:14:50
G1834,上海南,17:15:17,17:15:20,松江站,17:15:30,17:15:30
G1834,松江站,17:15:30,17:15:33,花桥,17:15:46,17:15:43
G1835,上海南,17:15:57,17:16:00,花桥,17:16:13,17:16:10
G1836,上海南,17:16:37,17:16:40,松江站,17:16:50,17:16:50
G1836,松江站,17:16:50,17:16:53,花桥,17:17:06,17:17:03
G1837,上海南,17:17:17,17:17:20,花桥,17:17:33,17:17:30
G1838,上海南,17:17:57,17:18:00,松江站,17:18:10,17:18:10
G1838,松江站,17:18:10,17:18:13,花桥,17:18:26,17:18:23
G1839,上海南,17:18:37,17:18:40,花桥,17:18:53,17:18:50
G1840,上海南,17:19:17,17:19:20,松江站,17:19:30,17:19:30
G1840,松江站,17:19:30,17:19:33,花桥,17:19:46,17:19:43
G1841,上海南,17:19:57,17:20:00,花桥,17:20:13,17:20:10
G1842,上海南,17:20:37,17:20:40,松江站,17:20:50,17:20:50
G1842,松江站,17:20:50,17:20:53,花桥,17:21:06,17:21:03
G1843,上海南,17:21:17,17:21:20,花桥,17:21:33,17:21:30
G1844,上海南,17:21:57,17:22:00,松江站,17:22:10,17:22:10
G1844,松江站,17:22:10,17:22:13,花桥,17:22:26,17:22:23
G1845,上海南,17:22:37,17:22:40,花桥,17:22:53,17:22:50
G1846,上海南,17:23:17,17:23:20,松江站,17:23:30,17:23:30
G1846,松江站,17:23:30,17:23:33,花桥,17:23:46,17:23:43
G1847,上海南,17:23:57,17:24:00,花桥,17:24:13,17:24:10
G1848,上海南,17:24:37,17:24:40,松江站,17:24:50,17:24:50
G1848,松江站,17:24:50,17:24:53,花桥,17:25:06,17:25:03
G1849,上海南,17:25:17,17:25:20,花桥,17:25:33,17:25:30
G1850,上海南,17:25:57,17:26:00,松江站,17:26:10,17:26:10
G1850,松江站,17:26:10,17:26:13,花桥,17:26:26,17:26:23
G1851,上海南,17:26:37,17:26:40,花桥,17:26:53,17:26:50
G1852,上海南,17:27:17,17:27:20,松江站,17:27:30,17:27:30
G1852,松江站,17:27:30,17:27:33,花桥,17:27:46,17:27:43
G1853,上海南,17:27:57,17:28:00,花桥,17:28:13,17:28:10
G1854,上海南,17:28:37,17:28:40,松江站,17:28:50,17:28:50
G1854,松江站,17:28:50,17:28:53,花桥,17:29:06,17:29:03
G1855,上海南,17:29:17,17:29:20,花桥,17:29:33,17:29:30
G1856,上海南,17:29:57,17:30:00,松江站,17:30:10,17:30:10
G1856,松江站,17:30:10,17:30:13,花桥,17:30:26,17:30:23
G1857,上海南,17:30:37,17:30:40,花桥,17:30:53,17:30:50
G1858,上海南,17:31:17,17:31:20,松江站,17:31:30,17:31:30
G1858,松江站,17:31:30,17:31:33,花桥,17:31:46,17:31:43
G1859,上海南,17:31:57,17:32:00,花桥,17:32:13,17:32:10
G1860,上海南,17:32:37,17:32:40,松江站,17:32:50,17:32:50
G1860,松江站,17:32:50,17:32:53,花桥,17:33:06,17:33:03
G1861,上海南,17:33:17,17:33:20,花桥,17:33:33,17:33:30
G1862,上海南,17:33:57,17:34:00,松江站,17:34:10,17:34:10
G1862,松江站,17:34:10,17:34:13,花桥,17:34:26,17:34:23
G1863,上海南,17:34:37,17:34:40,花桥,17:34:53,17:34:50
G1864,上海南,17:35:17,17:35:20,松江站,17:35:30,17:35:30
G1864,松江站,17:35:30,17:35:33,花桥,17:35:46,17:35:43
G1865,上海南,17:35:57,17:36:00,花桥,17:36:13,17:36:10
G1866,上海南,17:36:37,17:36:40,松江站,17:36:50,17:36:50
G1866,松江站,17:36:50,17:36:53,花桥,17:37:06,17:37:03
G1867,上海南,17:37:17,17:37:20,花桥,17:37:33,17:37:30
G1868,上海南,17:37:57,17:38:00,松江站,17:38:10,17:38:10
G1868,松江站,17:38:10,17:38:13,花桥,17:38:26,17:38:23
G1869,上海南,17:38:37,17:38:40,花桥,17:38:53,17:38:50
G1870,上海南,17:39:17,17:39:20,松江站,17:39:30,17:39:30
G1870,松江站,17:39:30,17:39:33,花桥,17:39:46,17:39:43
G1871,上海南,17:39:57,17:40:00,花桥,17:40:13,17:40:10
G1872,上海南,17:40:37,17:40:40,松江站,17:40:50,17:40:50
G1872,松江站,17:40:50,17:40:53,花桥,17:41:06,17:41:03
G1873,上海南,17:41:17,17:41:20,花桥,17:41:33,17:41:30
G1874,上海南,17:41:57,17:42:00,松江站,17:42:10,17:42:10
G1874,松江站,17:42:10,17:42:13,花桥,17:42:26,17:42:23
G1875,上海南,17:42:37,17:42:40,花桥,17:42:53,17:42:50
G1876,上海南,17:43:17,17:43:20,松江站,17:43:30,17:43:30
G1876,松江站,17:43:30,17:43:33,花桥,17:43:46,17:43:43
G1877,上海南,17:43:57,17:44:00,花桥,17:44:13,17:44:10
G1878,上海南,17:44:37,17:44:40,松江站,17:44:50,17:44:50
G1878,松江站,17:44:50,17:44:53,花桥,17:45:06,17:45:03
G1879,上海南,17:45:17,17:45:20,花桥,17:45:33,17:45:30
G1880,上海南,17:45:57,17:46:00,松江站,17:46:10,17:46:10
G1880,松江站,17:46:10,17:46:13,花桥,17:46:26,17:46:23
G1881,上海南,17:46:37,17:46:40,花桥,17:46:53,17:46:50
G1882,上海南,17:47:17,17:47:20,松江站,17:47:30,17:47:30
G1882,松江站,17:47:30,17:47:33,花桥,17:47:46,17:47:43
G1883,上海南,17:47:57,17:48:00,花桥,17:48:13,17:48:10
G1884,上海南,17:48:37,17:48:40,松江站,17:48:50,17:48:50
G1884,松江站,17:48:50,17:48:53,花桥,17:49:06,17:49:03
G1885,上海南,17:49:17,17:49:20,花桥,17:49:33,17:49:30
G1886,上海南,17:49:57,17:50:00,松江站,17:50:10,17:50:10
G1886,松江站,17:50:10,17:50:13,花桥,17:50:26,17:50:23
G1887,上海南,17:50:37,17:50:40,花桥,17:50:53,17:50:50
G1888,上海南,17:51:17,17:51:20,松江站,17:51:30,17:51:30
G1888,松江站,17:51:30,17:51:33,花桥,17:51:46,17:51:43
G1889,上海南,17:51:57,17:52:00,花桥,17:52:13,17:52:10
G1890,上海南,17:52:37,17:52:40,松江站,17:52:50,17:52:50
G1890,松江站,17:52:50,17:52:53,花桥,17:53:06,17:53:03
G1891,上海南,17:53:17,17:53:20,花桥,17:53:33,17:53:30
G1892,上海南,17:53:57,17:54:00,松江站,17:54:10,17:54:10
G1892,松江站,17:54:10,17:54:13,花桥,17:54:26,17:54:23
G1893,上海南,17:54:37,17:54:40,花桥,17:54:53,17:54:50
G1894,上海南,17:55:17,17:55:20,松江站,17:55:30,17:55:30
G1894,松江站,17:55:30,17:55:33,花桥,17:55:46,17:55:43
G1895,上海南,17:55:57,17:56:00,花桥,17:56:13,17:56:10
G1896,上海南,17:56:37,17:56:40,松江站,17:56:50,17:56:50
G1896,松江站,17:56:50,17:56:53,花桥,17:57:06,17:57:03
G1897,上海南,17:57:17,17:57:20,花桥,17:57:33,17:57:30
G1898,上海南,17:57:57,17:58:00,松江站,17:58:10,17:58:10
G1898,松江站,17:58:10,17:58:13,花桥,17:58:26,17:58:23
G1899,上海南,17:58:37,17:58:40,花桥,17:58:53,17:58:50
G1900,上海南,17:59:17,17:59:20,松江站,17:59:30,17:59:30
G1900,松江站,17:59:30,17:59:33,花桥,17:59:46,17:59:43
G1901,上海南,17:59:57,18:00:00,花桥,18:00:13,18:00:10
G1902,上海南,18:00:37,18:00:40,松江站,18:00:50,18:00:50
G1902,松江站,18:00:50,18:00:53,花桥,18:01:06,18:01:03
G1903,上海南,18:01:17,18:01:20,花桥,18:01:33,18:01:30
G1904,上海南,18:01:57,18:02:00,松江站,18:02:10,18:02:10
G1904,松江站,18:02:10,18:02:13,花桥,18:02:26,18:02:23
G1905,上海南,18:02:37,18:02:40,花桥,18:02:53,18:02:50
G1906,上海南,18:03:17,18:03:20,松江站,18:03:30,18:03:30
G1906,松江站,18:03:30,18:03:33,花桥,18:03:46,18:03:43
G1907,上海南,18:03:57,18:04:00,花桥,18:04:13,18:04:10
G1908,上海南,18:04:37,18:04:40,松江站,18:04:50,18:04:50
G1908,松江站,18:04:50,18:04:53,花桥,18:05:06,18:05:03
G1909,上海南,18:05:17,18:05:20,花桥,18:05:33,18:05:30
G1910,上海南,18:05:57,18:06:00,松江站,18:06:10,18:06:10
G1910,松江站,18:06:10,18:06:13,花桥,18:06:26,18:06:23
G1911,上海南,18:06:37,18:06:40,花桥,18:06:53,18:06:50
G1912,上海南,18:07:17,18:07:20,松江站,18:07:30,18:07:30
G1912,松江站,18:07:30,18:07:33,花桥,18:07:46,18:07:43
G1913,上海南,18:07:57,18:08:00,花桥,18:08:13,18:08:10
G1914,上海南,18:08:37,18:08:40,松江站,18:08:50,18:08:50
G1914,松江站,18:08:50,18:08:53,花桥,18:09:06,18:09:03
G1915,上海南,18:09:17,18:09:20,花桥,18:09:33,18:09:30
G1916,上海南,18:09:57,18:10:00,松江站,18:10:10,18:10:10
G1916,松江站,18:10:10,18:10:13,花桥,18:10:26,18:10:23
G1917,上海南,18:10:37,18:10:40,花桥,18:10:53,18:10:50
G1918,上海南,18:11:17,18:11:20,松江站,18:11:30,18:11:30
G1918,松江站,18:11:30,18:11:33,花桥,18:11:46,18:11:43
G1919,上海南,18:11:57,18:12:00,花桥,18:12:13,18:12:10
G1920,上海南,18:12:37,18:12:40,松江站,18:12:50,18:12:50
G1920,松江站,18:12:50,18:12:53,花桥,18:13:06,18:13:03
G1921,上海南,18:13:17,18:13:20,花桥,18:13:33,18:13:30
G1922,上海南,18:13:57,18:14:00,松江站,18:14:10,18:14:10
G1922,松江站,18:14:10,18:14:13,花桥,18:14:26,18:14:23
G1923,上海南,18:14:37,18:14:40,花桥,18:14:53,18:14:50
G1924,上海南,18:15:17,18:15:20,松江站,18:15:30,18:15:30
G1924,松江站,18:15:30,18:15:33,花桥,18:15:46,18:15:43
G1925,上海南,18:15:57,18:16:00,花桥,18:16:13,18:16:10
G1926,上海南,18:16:37,18:16:40,松江站,18:16:50,18:16:50
G1926,松江站,18:16:50,18:16:53,花桥,18:17:06,18:17:03
G1927,上海南,18:17:17,18:17:20,花桥,18:17:33,18:17:30
G1928,上海南,18:17:57,18:18:00,松江站,18:18:10,18:18:10
G1928,松江站,18:18:10,18:18:13,花桥,18:18:26,18:18:23
G1929,上海南,18:18:37,18:18:40,花桥,18:18:53,18:18:50
G1930,上海南,18:19:17,18:19:20,松江站,18:19:30,18:19:30
G1930,松江站,18:19:30,18:19:33,花桥,18:19:46,18:19:43
G1931,上海南,18:19:57,18:20:00,花桥,18:20:13,18:20:10
G1932,上海南,18:20:37,18:20:40,松江站,18:20:50,18:20:50
G1932,松江站,18:20:50,18:20:53,花桥,18:21:06,18:21:03
G1933,上海南,18:21:17,18:21:20,花桥,18:21:33,18:21:30
G1934,上海南,18:21:57,18:22:00,松江站,18:22:10,18:22:10
G1934,松江站,18:22:10,18:22:13,花桥,18:22:26,18:22:23
G1935,上海南,18:22:37,18:22:40,花桥,18:22:53,18:22:50
G1936,上海南,18:23:17,18:23:20,松江站,18:23:30,18:23:30
G1936,松江站,18:23:30,18:23:33,花桥,18:23:46,18:23:43
G1937,上海南,18:23:57,18:24:00,花桥,18:24:13,18:24:10
G1938,上海南,18:24:37,18:24:40,松江站,18:24:50,18:24:50
G1938,松江站,18:24:50,18:24:53,花桥,18:25:06,18:25:03
G1939,上海南,18:25:17,18:25:20,花桥,18:25:33,18:25:30
G1940,上海南,18:25:57,18:26:00,松江站,18:26:10,18:26:10
G1940,松江站,18:26:10,18:26:13,花桥,18:26:26,18:26:23
G1941,上海南,18:26:37,18:26:40,花桥,18:26:53,18:26:50
G1942,上海南,18:27:17,18:27:20,松江站,18:27:30,18:27:30
G1942,松江站,18:27:30,18:27:33,花桥,18:27:46,18:27:43
G1943,上海南,18:27:57,18:28:00,花桥,18:28:13,18:28:10
G1944,上海南,18:28:37,18:28:40,松江站,18:28:50,18:28:50
G1944,松江站,18:28:50,18:28:53,花桥,18:29:06,18:29:03
G1945,上海南,18:29:17,18:29:20,花桥,18:29:33,18:29:30
G1946,上海南,18:29:57,18:30:00,松江站,18:30:10,18:30:10
G1946,松江站,18:30:10,18:30:13,花桥,18:30:26,18:30:23
G1947,上海南,18:30:37,18:30:40,花桥,18:30:53,18:30:50
G1948,上海南,18:31:17,18:31:20,松江站,18:31:30,18:31:30
G1948,松江站,18:31:30,18:31:33,花桥,18:31:46,18:31:43
G1949,上海南,18:31:57,18:32:00,花桥,18:32:13,18:32:10
G1950,上海南,18:32:37,18:32:40,松江站,18:32:50,18:32:50
G1950,松江站,18:32:50,18:32:53,花桥,18:33:06,18:33:03
G1951,上海南,18:33:17,18:33:20,花桥,18:33:33,18:33:30
G1952,上海南,18:33:57,18:34:00,松江站,18:34:10,18:34:10
G1952,松江站,18:34:10,18:34:13,花桥,18:34:26,18:34:23
G1953,上海南,18:34:37,18:34:40,花桥,18:34:53,18:34:50
G1954,上海南,18:35:17,18:35:20,松江站,18:35:30,18:35:30
G1954,松江站,18:35:30,18:35:33,花桥,18:35:46,18:35:43
G1955,上海南,18:35:57,18:36:00,花桥,18:36:13,18:36:10
G1956,上海南,18:36:37,18:36:40,松江站,18:36:50,18:36:50
G1956,松江站,18:36:50,18:36:53,花桥,18:37:06,18:37:03
G1957,上海南,18:37:17,18:37:20,花桥,18:37:33,18:37:30
G1958,上海南,18:37:57,18:38:00,松江站,18:38:10,18:38:10
G1958,松江站,18:38:10,18:38:13,花桥,18:38:26,18:38:23
G1959,上海南,18:38:37,18:38:40,花桥,18:38:53,18:38:50
G1960,上海南,18:39:17,18:39:20,松江站,18:39:30,18:39:30
G1960,松江站,18:39:30,18:39:33,花桥,18:39:46,18:39:43
G1961,上海南,18:39:57,18:40:00,花桥,18:40:13,18:40:10
G1962,上海南,18:40:37,18:40:40,松江站,18:40:50,18:40:50
G1962,松江站,18:40:50,18:40:53,花桥,18:41:06,18:41:03
G1963,上海南,18:41:17,18:41:20,花桥,18:41:33,18:41:30
G1964,上海南,18:41:57,18:42:00,松江站,18:42:10,18:42:10
G1964,松江站,18:42:10,18:42:13,花桥,18:42:26,18:42:23
G1965,上海南,18:42:37,18:42:40,花桥,18:42:53,18:42:50
G1966,上海南,18:43:17,18:43:20,松江站,18:43:30,18:43:30
G1966,松江站,18:43:30,18:43:33,花桥,18:43:46,18:43:43
G1967,上海南,18:43:57,18:44:00,花桥,18:44:13,18:44:10
G1968,上海南,18:44:37,18:44:40,松江站,18:44:50,18:44:50
G1968,松江站,18:44:50,18:44:53,花桥,18:45:06,18:45:03
G1969,上海南,18:45:17,18:45:20,花桥,18:45:33,18:45:30
G1970,上海南,18:45:57,18:46:00,松江站,18:46:10,18:46:10
G1970,松江站,18:46:10,18:46:13,花桥,18:46:26,18:46:23
G1971,上海南,18:46:37,18:46:40,花桥,18:46:53,18:46:50
G1972,上海南,18:47:17,18:47:20,松江站,18:47:30,18:47:30
G1972,松江站,18:47:30,18:47:33,花桥,18:47:46,18:47:43
G1973,上海南,18:47:57,18:48:00,花桥,18:48:13,18:48:10
G1974,上海南,18:48:37,18:48:40,松江站,18:48:50,18:48:50
G1974,松江站,18:48:50,18:48:53,花桥,18:49:06,18:49:03
G1975,上海南,18:49:17,18:49:20,花桥,18:49:33,18:49:30
G1976,上海南,18:49:57,18:50:00,松江站,18:50:10,18:50:10
G1976,松江站,18:50:10,18:50:13,花桥,18:50:26,18:50:23
G1977,上海南,18:50:37,18:50:40,花桥,18:50:53,18:50:50
G1978,上海南,18:51:17,18:51:20,松江站,18:51:30,18:51:30
G1978,松江站,18:51:30,18:51:33,花桥,18:51:46,18:51:43
G1979,上海南,18:51:57,18:52:00,花桥,18:52:13,18:52:10
G1980,上海南,18:52:37,18:52:40,松江站,18:52:50,18:52:50
G1980,松江站,18:52:50,18:52:53,花桥,18:53:06,18:53:03
G1981,上海南,18:53:17,18:53:20,花桥,18:53:33,18:53:30
G1982,上海南,18:53:57,18:54:00,松江站,18:54:10,18:54:10
G1982,松江站,18:54:10,18:54:13,花桥,18:54:26,18:54:23
G1983,上海南,18:54:37,18:54:40,花桥,18:54:53,18:54:50
G1984,上海南,18:55:17,18:55:20,松江站,18:55:30,18:55:30
G1984,松江站,18:55:30,18:55:33,花桥,18:55:46,18:55:43
G1985,上海南,18:55:57,18:56:00,花桥,18:56:13,18:56:10
G1986,上海南,18:56:37,18:56:40,松江站,18:56:50,18:56:50
G1986,松江站,18:56:50,18:56:53,花桥,18:57:06,18:57:03
G1987,上海南,18:57:17,18:57:20,花桥,18:57:33,18:57:30
G1988,上海南,18:57:57,18:58:00,松江站,18:58:10,18:58:10
G1988,松江站,18:58:10,18:58:13,花桥,18:58:26,18:58:23
G1989,上海南,18:58:37,18:58:40,花桥,18:58:53,18:58:50
G1990,上海南,18:59:17,18:59:20,松江站,18:59:30,18:59:30
G1990,松江站,18:59:30,18:59:33,花桥,18:59:46,18:59:43
G1991,上海南,18:59:57,19:00:00,花桥,19:00:13,19:00:10
G1992,上海南,19:00:37,19:00:40,松江站,19:00:50,19:00:50
G1992,松江站,19:00:50,19:00:53,花桥,19:01:06,19:01:03
G1993,上海南,19:01:17,19:01:20,花桥,19:01:33,19:01:30
G1994,上海南,19:01:57,19:02:00,松江站,19:02:10,19:02:10
G1994,松江站,19:02:10,19:02:13,花桥,19:02:26,19:02:23
G1995,上海南,19:02:37,19:02:40,花桥,19:02:53,19:02:50
G1996,上海南,19:03:17,19:03:20,松江站,19:03:30,19:03:30
G1996,松江站,19:03:30,19:03:33,花桥,19:03:46,19:03:43
G1997,上海南,19:03:57,19:04:00,花桥,19:04:13,19:04:10
G1998,上海南,19:04:37,19:04:40,松江站,19:04:50,19:04:50
G1998,松江站,19:04:50,19:04:53,花桥,19:05:06,19:05:03
G1999,上海南,19:05:17,19:05:20,花桥,19:05:33,19:05:30
G2000,上海南,19:05:57,19:06:00,松江站,19:06:10,19:06:10
G2000,松江站,19:06:10,19:06:13,花桥,19:06:26,19:06:23
G2001,上海南,19:06:37,19:06:40,花桥,19:06:53,19:06:50
G2002,上海南,19:07:17,19:07:20,松江站,19:07:30,19:07:30
G2002,松江站,19:07:30,19:07:33,花桥,19:07:46,19:07:43
G2003,上海南,19:07:57,19:08:00,花桥,19:08:13,19:08:10
G2004,上海南,19:08:37,19:08:40,松江站,19:08:50,19:08:50
G2004,松江站,19:08:50,19:08:53,花桥,19:09:06,19:09:03
G2005,上海南,19:09:17,19:09:20,花桥,19:09:33,19:09:30
G2006,上海南,19:09:57,19:10:00,松江站,19:10:10,19:10:10
G2006,松江站,19:10:10,19:10:13,花桥,19:10:26,19:10:23
G2007,上海南,19:10:37,19:10:40,花桥,19:10:53,19:10:50
G2008,上海南,19:11:17,19:11:20,松江站,19:11:30,19:11:30
G2008,松江站,19:11:30,19:11:33,花桥,19:11:46,19:11:43
G2009,上海南,19:11:57,19:12:00,花桥,19:12:13,19:12:10
G2010,上海南,19:12:37,19:12:40,松江站,19:12:50,19:12:50
G2010,松江站,19:12:50,19:12:53,花桥,19:13:06,19:13:03
G2011,上海南,19:13:17,19:13:20,花桥,19:13:33,19:13:30
G2012,上海南,19:13:57,19:14:00,松江站,19:14:10,19:14:10
G2012,松江站,19:14:10,19:14:13,花桥,19:14:26,19:14:23
G2013,上海南,19:14:37,19:14:40,花桥,19:14:53,19:14:50
G2014,上海南,19:15:17,19:15:20,松江站,19:15:30,19:15:30
G2014,松江站,19:15:30,19:15:33,花桥,19:15:46,19:15:43
G2015,上海南,19:15:57,19:16:00,花桥,19:16:13,19:16:10
G2016,上海南,19:16:37,19:16:40,松江站,19:16:50,19:16:50
G2016,松江站,19:16:50,19:16:53,花桥,19:17:06,19:17:03
G2017,上海南,19:17:17,19:17:20,花桥,19:17:33,19:17:30
G2018,上海南,19:17:57,19:18:00,松江站,19:18:10,19:18:10
G2018,松江站,19:18:10,19:18:13,花桥,19:18:26,19:18:23
G2019,上海南,19:18:37,19:18:40,花桥,19:18:53,19:18:50
G2020,上海南,19:19:17,19:19:20,松江站,19:19:30,19:19:30
G2020,松江站,19:19:30,19:19:33,花桥,19:19:46,19:19:43
G2021,上海南,19:19:57,19:20:00,花桥,19:20:13,19:20:10
G2022,上海南,19:20:37,19:20:40,松江站,19:20:50,19:20:50
G2022,松江站,19:20:50,19:20:53,花桥,19:21:06,19:21:03
G2023,上海南,19:21:17,19:21:20,花桥,19:21:33,19:21:30
G2024,上海南,19:21:57,19:22:00,松江站,19:22:10,19:22:10
G2024,松江站,19:22:10,19:22:13,花桥,19:22:26,19:22:23
G2025,上海南,19:22:37,19:22:40,花桥,19:22:53,19:22:50
G2026,上海南,19:23:17,19:23:20,松江站,19:23:30,19:23:30
G2026,松江站,19:23:30,19:23:33,花桥,19:23:46,19:23:43
G2027,上海南,19:23:57,19:24:00,花桥,19:24:13,19:24:10
G2028,上海南,19:24:37,19:24:40,松江站,19:24:50,19:24:50
G2028,松江站,19:24:50,19:24:53,花桥,19:25:06,19:25:03
G2029,上海南,19:25:17,19:25:20,花桥,19:25:33,19:25:30
G2030,上海南,19:25:57,19:26:00,松江站,19:26:10,19:26:10
G2030,松江站,19:26:10,19:26:13,花桥,19:26:26,19:26:23
G2031,上海南,19:26:37,19:26:40,花桥,19:26:53,19:26:50
G2032,上海南,19:27:17,19:27:20,松江站,19:27:30,19:27:30
